ཨ་ཧྥེ་རི་ཁ།	África
ལི་ཤིའི་མེ་ཏོག	Syringa
མེ་རི་ཌུ་ཁོ་རེ་གྷན་མ་གྷུ་རེ།	Mairead Maguire
བྷེ་ཊི་ཝེལ་ལམ།	Betty Williams
ཀུན་སྤྱོད་བཟང་པོ།	Virtud
ཀུ་ཤུ།	Malus domestica
ཧྥེ་ཧྥེ།	Papio
ལི་ལན་ཅིའེ།	Jet Li
རླབས་ཤུད།	Surf
པ་གླིང་།	Fagot
མིག་སྤུ།	Pestaña
གོ་རེ་བཟོ་མཁན།	Panadero
སྡང་སེམས།	Odio
ཇོའོ་ཏའེ་ལྦེ་སོན་རོའོ་ཀ་ཧྥེ་ལར།	John D. Rockefeller
སྒྲོག་གུ	Botón (indumentaria)
ཟི་ར་ནག་པོ།	Nigella
མངར་དྲིལ།	Fuchsia
ཟུར་དྲུག་མའི་སྐར་མ།	Estrella de David
གདོང་འབག	Máscara
༄༅།། དམག་འཁྲུག་དང་ཞི་བདེ།	Guerra y paz
ཉི་ཧོང་གི་མི།	Pueblo japonés
ཕ་ཁྲི་རི་ཟེ་ལི་མིན་བ།	Patrice Lumumba
བར་རིམ།	Mesosfera
མ་སེའི་མི།	Masái
ཐེ་སླ།	Tesla (unidad)
འགྲོ་མགོན་ཆོས་རྒྱལ་འཕགས་པ།	Drogön Chögyal Phagpa
འཁྱིལ་དུང་།	Trompa (instrumento)
གཞས་རིག་པ།	Musicología
ཁམ་ཤིང་།	Prunus avium
ཚལ་དཀར་ཆེ་བ།	Brassica rapa pekinensis
ཅག་ཕུ་རེ་ཝེར།	Jacques Prévert
ལྷོ་ཀུབ།	Calabaza gigante
སྣུམ་སྒྱུར་ཆས།	Carburador
ནུའུ་ཐི།	Nut
ཤིང་དཀྲོལ།	Xilófono
སྦུབས་མཆོངས།	Salto de altura
ཉུལ་ཞིབ་པ།	Espionaje
ཨའོ་ཉེ་ཅ་མཚེའུ།	Lago Onega
བྱི་བ་གཡི།	Otocolobus manul
རྫ་རྫིས།	Zazie
ཐའེ་ཅི་ཆོན།	Taichí
ཁབ་ར།	Capra ibex
ཀའེ་པུའུ།	Geb
རྣ་རྒྱན།	Pendiente (indumentaria)
ཕུ་དིག	Streptopelia turtur
ལག་ཤུབས།	Guante
ནའེ་ཧྥུ་ཏི་སི།	Neftis
ཕི་རོ་ཁྲེ་གྷོ་རཱ་ཟི།	Protágoras
སེམས་སྐྱོ་བ།	Tristeza
ཧྲུའུ།	Shu (mitología)
འུག་དཀར།	Bubo scandiacus
ཅི་ནན།	Jinan
ཕྱི་རིམ།	Exosfera
ཨཱ་ཝཛ།	Ahvaz
ཨ་ཝ་རུ་ཨ།	Avarua
ཨ་ཐུན།	Atum
གད་མོ་ཤོར་བ།	Risa
མགོམས་མཆོངས།	Salto de longitud
ཆགས་སྦྱོར་རིག་པ།	Sexología
ཟས་ཀྱི་རིག་པ།	Gastronomía
མི་ཆོག་པའི་བཀག་བྱ།	Tabú
དཔལ་དགོན་བླུ་གྲུབ།	Nāgārjuna
སེམས་དབུས་ཀྱི་ཞལ་ཟས་ཁང་།	Restos du Coeur
ཉི་མ་མེ་ཏོག​	Helianthus annuus
ལར་ན་ཀ།	Lárnaca
གསུབ་འགྱིག	Goma de borrar
དྲི་ཞིམ་ཅན།	Lavandula
ཆོས་དད་རང་མོས།	Libertad de culto
ཕིག་མིའི་མི།	Pigmeo
གབ་རེས་འུར་རེས།	Escondite
ཧེན་ཐའེ།	Hentai
འཕྲེད་བཅད་རི་རྒྱུད	Montañas Hengduan
འཁོར་བ།	Samsara
ལི་སྨིད།	Centímetro
གཡང་ཊི།	Jade
བྱང་གི་ལྡོག་ཐིག	Trópico de Cáncer
གཞས་པ་གཞས་མ།	Cantante
ལྷོའི་ལྡོག་ཐིག	Trópico de Capricornio
ཟླུམ་ངོས་ཚད།	Estereorradián
རྐང་ལམ།	Acera
སྣུམ་ཚལ་	Brassica napus
ཚ་རིམ།	Termosfera
བྱང་སེམས་ཅན།	Bodhisattva
གཏེར་ཆུ།	Agua mineral
ཝེ་ཞིན་ཀེ་ཐུའོ་ལི་ཁོ་སི།	Vercingétorix
ཇེ་དུ་ཀྲི་ཤི་ན་མུར་ཏི།	Jiddu Krishnamurti
ནན་ཉིང་གྲོང་ཁྱེར།	Nanning
ལ་ཁི་སི།	Lux
བོད་ས་མཐོ།	Meseta tibetana
ཤྭ་བ་རྔ་རིང་།	Cervus canadensis
གསོ་ཕྲུག	Adopción
ན་ཏི་སུ་མེ་སོ་སེ་ཁི	Natsume Sōseki
ཕ་ལོན་ཁེ།	Palenque (zona arqueológica)
ཨོ་ལན་ཀི་གཙང་པོ།	Río Orange
ཀའོ་ཞུང་གྲོང་ཁྱེར།	Kaohsiung
༄༅།། རྒྱལ་པོ་ལེར།	El rey Lear
མོ་རི་ཧེའི་ཨུའེ་ཤི་ཕཱ།	Morihei Ueshiba
ཚའོ་ཞུའེ་ཆིང་།	Cao Xueqin
མངར་ཟས།	Postre
ཁུ་ནུའུ་མུའུ།	Jnum
ཀོ་ཅ་བང་ལྦ་	Cochabamba
ཧུད་མི།	Etnia hui
ཤུགས་འཁོར།	Volante de inercia
ལན་ཀྲོའུ།	Lanzhou
ཊར་བེ།	Tarbes
ཨ་བྲ་ཡང་ན་ཨབ་ར།	Ochotona
ༀ	Om
ཏེའོ་དོར་དེ་ཇེ་རི་ཀོ།	Théodore Géricault
ལ་ཕུའི་ཨང་ཝ་ལེ།	Le Puy-en-Velay
རྒྱུན་འཇགས་བརྗོད་ཚིག	Idiotismo (lenguaje)
རྒྱ་རིགས་ཀྱི་མཚན་ཉིད་རིག་པ།	Filosofía china
༄༅།། གཟུགས་འགྱུར་བའི་གཏམ་རྒྱུད།	Las metamorfosis
ཨེ་དོའི་དུས་སྐབས།	Período Edo
ལིན་ཙེ་ཞིའུ།	Lin Hse Tsu
པར་ན་པཱ།	Bernabé apóstol
ཨ་ཡོ་དྷི་ཡ།	Ayodhya
སྒང་ཐོག	Gangtok
རྡ་རམ་ས་ལ།	Dharamsala
གཉན།	Ovis ammon
ཁོ་བོ་ཨ་བེ།	Kōbō Abe
ལེབ་ཤྭ།	Pleurotus ostreatus
ལུའོ་དབྱང་།	Luoyang
ཨོ་ནོ་རེ་དོ་མི་ཡེ།	Honoré Daumier
སྒར་ཉེའི་ཟློས་གར་ཁང་།	Ópera Garnier
ཁུ་ནུ་རི་རྒྱུད།	Kunlun
བོད་མི།	Etnia tibetana
ཧ་ནུ་མན།	Hánuman
རི་གྷོ་བྷེར་ཏ་མེན་ཆུ་ཏུམ།	Rigoberta Menchú
ཇིང་ཏ་ལིང་ཏ།	Columpio
མིག་སེར།	Envidia
རོ་ཌེ་ཛི།	Rodez
ཁོར་ཡུག་རིག་པ།	Ciencias ambientales
TED	TED
རོ་ཀ་ཧྥོར། (ཆུར་བ།)	Queso roquefort
སྐེ་རྒྱལ།	Collar
ཁོ་རོར།	Koror (ciudad)
ཧའེ་ཁོའུ་གྲོང་ཁྱེར།	Haikou
ཐག་རྒུལ་འདྲ་གཟུགས།	Títeres
ཨི་ནུའི་ཏི་མི།	Inuit
མོ་གཅུས། (ལག་ཆ།)	Tuerca
སྐེ་དཀྲིས།	Bufanda
ལེ་ཉིན་གྱི་བང་སོ།	Mausoleo de Lenin
དོ་མེ་ནི་ཀོ་གིར་ལན་ད་ཡོ།	Domenico Ghirlandaio
དཀྱིལ་འཁོར།	Mándala
མིག་མངས།	Ajedrez chino
ཨོ་ཝུན་ཁེ་མི།	Etnia evenki
ཁྱིམ་ཐབ་མེད་པར་གནས་པའི་མི་ཚེ།	Celibato
བཙུན་མ།	Monja
ནའེ་ཐི།	Neit
ཀོ་མེ་དི་ཡ་དེལ་ཨར་ཏེ།	Comedia del arte
ཨ་བ་དཱེ།	Abade
ཨུ་སུག་རིང་མོ།	Medias
གདུགས་མཆོང་ལུས་རྩེད།	Paracaidismo
མི་ཡ་མོ་ཏོ་མུ་ས་ཤི།	Miyamoto Musashi
འབྲུག་མིག	Dimocarpus longan
རྒྱལ་བ་བྱམས་པ།	Buda Maitreya
ར་རྒྱ།	Budorcas taxicolor
སིལ་རྔ།	Pandereta
སྤྱན་རས་གཟིགས།	Avalokiteshvara
རྒས་མེད་ཚེ་རིང་།	Inmortalidad
དགེ་འདུན་དཀོན་མཆོག	Sangha (budismo)
རི་བོ་ཨ་ཝུན་ཏི་ཉི།	Monte Aventino
སྒྲིག་མཁན།	Edición (proceso)
ས་རཱ།	Sara
འཕང་འབྲས།	Lycium barbarum
ཀྲང་ཧྥེ།	Zhang Fei
ཀྲང་ཧེང་།	Zhang Heng
ཀྲའོ་མེང་ཀྲའོ།	Zhao Mengfu
གཞལ་སྒང་གི་ས་ཁོངས།	Distrito de Zhemgang
ཀྲུའུ་ཀོ་ལིའང་།	Zhuge Liang
ཞུས་ཀྲོའུ།	Zhuzhou
ཨོ་ནོ་ནོ་ཁོ་མ་ཆི།	Ono no Komachi
འཛམ་གླིང་རྒྱལ་རབས་	Historia universal
ཡ་ཕེད།	Jafet
པོལ་ཝ་ལེ་རི།	Paul Valéry
རི་བོ་ཕ་ལ་ཏི་ཉི།	Monte Palatino
ལ་དྭགས	Ladakh
སྤྱི་མཐུན་རྒྱལ་ཁབ་ཨང་ལྔ་པ།	Quinta República Francesa
ཤེམ།	Sem
ཟེར་མོ།	Tetraoninae
མཚོ་སྔོན	Lago Qinghai
ལག་གདུབ།	Pulsera
སྤྱི་ཚོགས་རང་མོས་རེང་ལུགས།	Socioliberalismo
སུར་པན།	Capsicum
པོ་ཐང་མ།	Llanura Padana
ཁར་པེན་ཏྲ།	Carpentras
ཇ་དམར།	Té negro
སེན་གོའི་དུས་མཚམས་	Período Sengoku
ཚའོ་ཚའོ།	Cao Cao
ཀ་ཡིན །	Caín
ཚི་ཕོ་རཱ།	Séfora
ར་བཟི་བ།	Ebriedad
སྐར་རེའི་འཁོར་ཚད།	Revolución por minuto
ཨེ་ལི་ཤ།	Eliseo
ཨ་ཌོལ་ཧྥོ་པེ་རེ་ཛུ།	Adolfo Pérez Esquivel
ཤེད་འཕྲུལ་འགྲོས་ཁྲ།	Tacómetro
བསིལ་ལྦུ།	Sprite (refresco)
ཅཱོན་བུ་རི་ཞིང་ཆེན།	Provincia de Chon Buri
མཚན་སྙན།	Honor
ཝུའུ་དབྱི་རི་བོ།	Monte Wuyi
ལུས་བསྲུངས་མཐའ་འཁྱོལ།	Castidad
རི་བོ་ཁུའེ་ལི་ན་ཨེར།	Quirinal
དཀོན་མཆོག་གསུམ།	Tres Joyas
ཐག་སོག	Motosierra
ཉ་རྡོ་གཟན་ཐོད་ཞེང་ཅན།	Sphyrnidae
བསམ་པའི་དགའ་རོགས།	Amor platónico
གོར་གོན་ཟོ་ལ། (ཆུར་བ།)	Gorgonzola
ཕུག་རོན།	Columba
མིའོ་མི།	Miao
སི་རོ་སི།	Siros
རི་བོ་ཨའེ་སི་ཁུའེ་ལི་ཉི།	Esquilino
ཇོ་ཌེ་ཝེ་ལེམ།	Jody Williams
ཡིན་ཁྲོའོན་གྲོང་ཁྱེར།	Yinchuan
ཀ་ཡ་ཕཱ།	Caifás
མ་ཡ་མིའི་ཡི་གེ	Escritura maya
འཕར་ལེན།	Amortiguador (automóvil)
ཨོ་སེལ་ཏཱ་མི་ཝིར།	Oseltamivir
པོ་ཨ་ཟི།	Booz
རོ་ནིན།	Rōnin
ཧྥ་རན་སི་ཡི་གྲོང་ཁྱེར་ཆེན་པོ།	Francia metropolitana
ཐི་མོ་ཐེ།	Timoteo (santo)
མེ་ཏོག་བྲག་སྤོས།	Camellia
སེམས་ཁམས་རིག་པ་བ།	Psicólogo
ཧེ་ནོག	Henoc
སྤྱོད་ལམ་སྒྱུ་རྩལ་ཐོག	Performance
དྲིལ་ཁྲུ།	Cinta métrica
ཁའོ་ཕན།	Copán (sitio arqueológico)
སྦུལ་ཆེན།	Boa constrictor
༄༅།། ས་ག་ཟླ་བ།	Vesak
ཐའེ་ཧྲན་རི་བོ།	Monte Tai
སེ་བ། (གསུང་རབ།)	Reino de Saba
ཞུན་ཙི།	Xun Zi
ཅིའུ་ཅང་།	Jiujiang
ཏུང་ཐིང་མཚེའུ།	Lago Dongting
རི་བོ་ཝེ་སྨི་ན་ཨེར།	Viminal
ལུ་ཡི་སེ་མི་ཤེལ།	Louise Michel
ཏུང་མི།	Dong (etnia)
རི་བོ་ཁ་ཨའེ་ལི་ཨན།	Colina de Celio
བྱང་སྣེའི་སྤྱང་ཀི	Canis lupus arctos
རི་ཀོ་ཏ། (ཆུར་བ།)	Requesón
ཏ་ཝོར་མི།	Daur
མཛོད་དགེ་རྫོང༌།	Zoigê
སྒྲ་གཅན་འཛིན།	Rahula
ཚ་ལུ་མའི་ཁུ་བ།	Zumo de naranja
ཐག་འགྲོས།	Funambulismo
མི་རྟག་པ།	Transitoriedad
སི་མོ་ནེ་མར་ཏི་ནི།	Simone Martini
རྐྱང་།	Equus hemionus kiang
སྦྲེལ་མདའ།	Biela
འདོད་ཕྱོགས་ཀྱི་ཚོང་ཁང་།	Sex shop
ཡན་ནིག་ནོ་ཨ།	Yannick Noah
ཀོན་ཡུས།	Guan Yu
རུས་སྤལ་	Testudines
ཝུའུ་ཁྲེང་ཨེན།	Wu Cheng'en
གླ་བ།	Moschus
གངས་རིན་པོ་ཆེ།	Kailash
ཚའེ་ལུན།	Cai Lun
ཁུ་རའེ།	Curio (unidad)
ཧམ།	Cam
པདྨ་འབྱུང་གནས།	Padmasambhava
ཇ་ཝུའུ་ལུང་།	Té oolong
ཧྲའོ་ལིན་དགོན་པ།	Shaolin
ས་ལོ་མེ།	Salomé (discípula)
ཆེང་མྰེ་ཞིང་ཆེན།	Provincia de Chiang Mai
འགྲུལ་བྱི།	Lemmini
ར་ལྦ་ན།	Ravana
སོང་ཁ་ལ་ཞིང་ཆེན།	Provincia de Songkhla
ཨོ་ལི་ཝེར་.རྒོ་རྡི་སིམ་སི།	Oliver Goldsmith
འོད་དཔག་མེད།	Amitābha
ས་ཊུན་ཞིང་ཆེན།	Provincia de Satun
ཆེང་རཱེ་ཞིང་ཆེན།	Provincia de Chiang Rai
པ་ཊ་ནི་ཞིང་ཆེན།	Provincia de Pattani
ར་ནོང་ཞིང་ཆེན།	Provincia de Ranong
ཀཱན་ཅ་ན་བུ་རི།	Kanchanaburi
༩༠ (གྲངས་ཀ།)	Noventa
མེ་ཏོག་ཧོང་ཀྲང་།	Anthurium
ན་ཁཱོན་ས་ཝན་ཞིང་ཆེན།	Provincia de Nakhon Sawan
རྣམ་པར་སྣང་མཛད།	Vairochana
སུ་ར་ཊི་ཐ་ནི་ཞིང་ཆེན།	Provincia de Surat Thani
ལམ་པང་ཞིང་ཆེན།	Provincia de Lampang
ཨོཾ་མ་ཎི་པ་དྨེ་ཧཱུྃ།	Om mani padme hum
༥༨ (གྲངས་ཀ།)	Cincuenta y ocho
འབྲས་སྤུངས་དགོན།	Monasterio de Drepung
དི་ནོ་བུ་ཟ་ཏི།	Dino Buzzati
ཚེམ་བཟོ།	Sastre (oficio)
འབྲ་གོ་དམར་པོ།	Ziziphus zizyphus
བུན་ར་ཀུ།	Bunraku
༧༢ (གྲངས་ཀ།)	Setenta y dos
ཐག་མཆོང་།	Salto a la cuerda
སྲམ།	Aonyx cinerea
ན་ཁཱོན་སི་ཐམ་མ་ར་ཊི་ཞིང་ཆེན།	Provincia de Nakhon Si Thammarat
ཅུམ་ཕཱོན་ཞིང་ཆེན།	Provincia de Chumphon
པེ་སོ།	Peso (moneda)
ནཱན་ཞིང་ཆེན།	Provincia de Nan
ཕེ་ཊི་ཅ་བུ་རི་ཞིང་ཆེན།	Provincia de Phetchaburi
སན་ཇོ་སེ།རྒྱ་ནག	San José Chinantequilla
ཁམ་ནག་གི	Granate (color)
ལིའུ་པེ།	Liu Bei
བུ་མོ་རའོ་ཟི།	Lucy
༄༅།། ས་ཐེར་ཁོན།	El Satiricón
ཆུ་སྦུག་བཟོ་གྲ།	Fontanero
ཁྲེ།	Mijo
ལུའོ་ཀོན་ཀྲུང་།	Luo Guanzhong
ན་ཁཱོན་ར་ཊི་ཅ་སི་མ་ཞིང་ཆེན།	Provincia de Nakhon Ratchasima
གཙོད།	Pantholops hodgsonii
སྦུག་ཚལ།	Ipomoea aquatica
པང་གདན།	Delantal
ལུང་མོན་བྲག་ཕུག	Grutas de Longmen
ཅའི་ཡ་ཕུམ་ཞིང་ཆེན།	Provincia de Chaiyaphum
ལོའི་ཞིང་ཆེན།	Provincia de Loei
པའེ་མི།	Bai
ཀཱན་ཅ་ན་བུ་རི་ཞིང་ཆེན།	Provincia de Kanchanaburi
ཕི་ཊི་ཙ་ནུ་ལོཀ་ཞིང་ཆེན།	Provincia de Phitsanulok
ཨུ་སུག་སྲབ་མོ།	Pantimedias
ཕ་སི་ཁལ་ལ་མི།	Pascal Lamy
༩༢ (གྲངས་ཀ།)	Noventa y dos
ཨ་མྱེས་རྨ་ཆེན།	Amne Machin
༨༤ (གྲངས་ཀ།)	Ochenta y cuatro
༩༦ (གྲངས་ཀ།)	Noventa y seis
༤༣ (གྲངས་ཀ།)	Cuarenta y tres
ཡུ་དཱ། (གསུང་རབ།)	Judá (patriarca)
༨༧ (གྲངས་ཀ།)	Ochenta y siete
ཡ་ཀོབ།	Jacob
༥༤ (གྲངས་ཀ།)	Cincuenta y cuatro
ལོ་ལོ་ཧྥེ་ར་རི།	Lolo Ferrari
ཨ་ལན་ཟླ་བ་སྒྲོལ་མ།	Alan (cantante)
ལི་མི།	Li (etnia)
ཕྱོགས་མདའ།	Palier
ཀེན་ཤིན་ཨུའེ་སུ་གི	Uesugi Kenshin
པི་ས་ནེལ་ལོ།	Pisanello
ནུའུ་ཨར་ཧ་ཁྲི།	Nurhaci
ཛ་ཕོག	Parodia (planta)
དབྱང་མེ།	Myrica rubra
ཏཱ་མིན་རོས་སེ།	Damien Rice
ཁོ་བ་ཡ་ཤི་ཨི་ས།	Kobayashi Issa
རོའོ་པེར་ཐ་འཛོ་ལི་ཀ།	Robert Zoellick
པའེ་ཅུས་དབྱི།	Bai Juyi
སུན་ཆོན།	Sun Quan (emperador Da de Wu)
ཆུས་ཡོན།	Qu Yuan
པར་ཨབ་པཱ།	Barrabás
ཧ་བེལ།	Abel
ཝང་ཝེ་ཡི། (ཐང་རྒྱལ་རབས།)	Wang Wei
ཝ་སེར།	Vulpes ferrilata
ཏུན་ཧོང་གྲོང་ཁྱེར།	Dunhuang
དགེ་ལུགས་པ།	Gelug
སན་ཡ་གྲོང་ཁྱེར།	Sanya
དོ་མེ་ནི་ཀི་ནོ།	Domenico Zampieri
སྲོང་བཙན་སྒམ་པོ།	Songtsen Gampo
མི་ཧྥུ།	Mi-Fei
ནེར་ཁུ་སི།	Nearco
ཐེ་ཏུ།	Tito (santo)
བཟེ་རུ་པ་པེལ། (གསུང་རབ།)	Zorobabel
ཤཱ་རིའི་བུ།	Shariputra
ལེའི་ཨུའོ་ཧྥེ་རེ།	Léo Ferré
ཇོ་བོ་རྗོ།	Atisha
པ་ར་ཅིན་བུ་རི་ཞིང་ཆེན།	Provincia de Prachinburi
ཨབ་ཡཱ་ཐར།	Abiatar
རྗེ་ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ་	Je Tsongkhapa
བལ་ཏུ་སི།	Balthus
བཙན་བྱོལ་བོད་གཞུང་།	Administración Central Tibetana
ཅཱན་ཐ་བུ་རི་ཞིང་ཆེན།	Provincia de Chanthaburi
ནོང་ཁའི་ཞིང་ཆེན།	Provincia de Nong Khai
མཐུད་རྒྱུགས།	Carreras de relevos
རྡོ་བཟོ་བ།	Cantería
དབུས་གཙང་	Ü-Tsang
ཏུའུ་མུའུ།	Du Mu
ཨོ་དབྱང་ཞིའུ།	Ouyang Xiu
གློག་བརྙན་པར་ཆས།	Cámara de cine
པེ་ཅིང་གི་ཁྲང་ཞི།	Ópera de Pekín
མ་ཡའི་ཨང་ཀི།	Numeración maya
གསེར་མོ།	Chrysolophus pictus
མུཀ་ད་ཧཱན་ཞིང་ཆེན།	Provincia de Mukdahan
རེ་ཡོང་ཞིང་ཆེན།	Provincia de Rayong
གསོར་འབིགས།	Broca
འོད་སྲུང་།	Mahakashyapa
ཁྲུར་སི་ཐན་དང་ཨེ་སོལ་རྡེ།	Tristán e Isolda (leyenda)
ས་ལར་མི།	Salar (etnia)
མི་གཡོ་བ།	Fudō Myō-ō
པང་ཏ།	Libra (divisa)
ཆགས་སྤྱོད་ཀྱི་རྒྱུ་རྩལ་གྱི་ལོ་རྒྱུས།	Historia de las representaciones eróticas
༨༨ (གྲངས་ཀ།)	Ochenta y ocho
རྒྱུག་ཆུ།	Curso de agua
དང་པོའི་སངས་རྒྱས།	Adi-Buda
ཇི་ཡོ་ཝ་ནི་བོལ་དི་ནི།	Giovanni Boldini
ཝིག་ཏོར་སེར་ཇེ།	Víctor Serge
ས་སེ་ཏ།	Sassetta
ཨེ་ལི། (གསུང་རབ།)	Eli (Juez de Israel)
ཡའོ་མི།	Yao
ཡང་ཧྲང་ཁུན།	Yang Shangkun
མར་པ་ལོ་ཙཱ་བ་ཆོས་ཀྱི་བློ་གྲོས་	Marpa
རྗེ་བཙུན་ཐོགས་མེད།	Asanga
ཏོའུ་ཨེར་ཏུན།	Dorgon
ཨུ་ཌོན་ཐ་ནི་ཞིང་ཆེན།	Provincia de Udon Thani
ཨའེ་ཏ་མི།	Aeta
ས་ཀཱོན་ན་ཁཱོན་ཞིང་ཆེན།	Provincia de Sakon Nakhon
ཡུར་རྒ་ཨེ་བ་ན་སི་ཁད་ཐེེ།	Jurga Ivanauskaitė
ཨོས་ཏྲལིཨན་ཕྱི་རྒྱལ་ཞབས་ཞུ་ཁང་	Servicio Austriaco en el Extranjero
ལྗི་བ།	Siphonaptera
༄༅།། མད་ཐཱ་བྲིས་པའི་འཕྲིན་བཟང་བཞུགས་སོ།།	Evangelio de Mateo
ཨག་རི་ནིའོ།	Agrinio
པེ་ཅིང་གི་བྱ་གག་སྲེག་མ།	Pato laqueado a la pekinesa
ནུབ་ཕྱོགས་རྒྱལ་ཁབ་ཀྱི་སྒྱུ་རྩལ།	Historia del arte occidental
ཞུས་ཀོང་ཆི།	Xu Guangqi
ཨ་མདོ	Amdo
༨༥ (གྲངས་ཀ།)	Ochenta y cinco
མུ་མེན།	Violeta (color)
ཁ་བཏགས།	Khata (prenda)
ཁ་ཀུབ།	Momordica charantia
ཟིང་སྐྱ །	Rosa (color)
༢༧ (གྲངས་ཀ།)	Veintisiete
ཟེ་མོ།	Mustela altaica
༣༥ (གྲངས་ཀ།)	Treinta y cinco
༦༤ (གྲངས་ཀ།)	Sesenta y cuatro
༩༩ (གྲངས་ཀ།)	Noventa y nueve
༡༠༡ (གྲངས་ཀ།)	Ciento uno
ཨར་པག་སད།	Arfaxad
ཨ་མདོ་རྫོང་།	Condado de Amdo
ཚ་ལི་མ་ཆུང་བའི་རིགས།	Citrus x clementina
བེན་ཡ་མིན། (གསུང་རབ།)	Benjamín
དབྱི་མི།	Yi
ཧོང་ཧོ་ཐོག་ཁང་།	Torre de la Grulla Amarilla
བུམ་ཐང་གི་ས་ཁོངས།	Distrito de Bumthang
ཧན་ཧུང།	Han Hong
ཡི་ཤེས་མཚོ་རྒྱལ།	Yeshe Tsogyal
ལྷ་ས་དེ་སེ་ལ།	Lhasa de Sela
ཡོ་ས་ནོ་ཨ་ཁི་ཀོ།	Akiko Yosano
ཚེ་བརྟན་སྒྲོལ་མ།	Tseten Dolma
ཨེ་ཝ་ཇོའོ་ལི།	Eva Joly
ལི་ཆིང་ཀྲའོ།	Li Qingzhao
པའེ་ལིང་།	Bai Ling
དབང་ཧྥེའི།	Faye Wong
གནའ་བ།	Pseudois nayaur
གྲགས་འཛིན་མ།	Yasodharā
ཨིག་ཁྱུ་སོ་ཇུན།	Ikkyū
ཨ་རའི་ཧ་ཀུ་སེ་གི	Arai Hakuseki
ན་ཁཱོན་ཕ་ནོམ་ཞིང་ཆེན།	Provincia de Nakhon Phanom
བཀའ་བརྒྱུད་པ།	Kagyu
འཇམ་དཔལ་དབྱངས།	Manjushri
དཀྱིལ་ཀྲུང་།	Posición de loto
ཀུ་རུ་ཀུ་ལླེ་དམར་མོ་ཞལ་གཅིག་ཕྱག་བརྒྱད་མ་	Kurukula
ཧ་ཉི་མི།	Hani
ཤ་རི་ཡ།	Sharia
རྡུལ་ཕྲན་སྤུས་ཚད་རྩི་གཞི།	Unidad de masa atómica
རི་མོ་བ།	Artista
ཝལ་མར།	Walmart
མཆོངས་རྒྱུག	Parkour
བོད་བརྒྱུད་ནང་བསྟན།	Budismo tibetano
ཇ་ལྗང་།	Té verde
ལུ་མེན།	Lumen
སྲན་ལྗང་།	Vigna radiata
སྐད་ཀྱི་མཚན་ཉིད་རིག་པ།	Filosofía del lenguaje
མགོ་མཁྲེགས་གཞུང་ལུག	Escuela cínica
བདག་མ་མཆིས་པ།	Anātman
དེབ་འཛེར་ཆས།	Grapadora
ས་མུ་ཨེལ་ཝལ་ཏོན།	Sam Walton
ཁ་ཁུ་སིམ་པོ།	Silencio (sonido)
ཨེ་པེར།	Eber
ལམ་སྒྲོན།	Alumbrado público
འབར་མའི་མི།	Bamar
ཧོ་ཀྲེ་མི།	Hezhen
ཝེ་ཟོང་ལ་རོ་མེ་ནེ།	Vaison-la-Romaine
མཚོ་བྱང་བོད་རིགས་རང་སྐྱོང་ཁུལ་	Prefectura autónoma tibetana de Haibei
ཁོ་ལོ་ཉི་ཡ། (མའི་ཀོ་རོ་ནེ་ཤི་ཡ།)	Kolonia
ཡན་ཨན།	Yan'an
དཔལ་སྤྲུལ་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ།	Patrul Rinpoche
ཧྥ་རན་སིའི་སྒྱུ་རྩལ།	Pintura de Francia
བོད་ཀྱི་རྒྱལ་རབས་	Historia del Tíbet
༥༦ (གྲངས་ཀ།)	Cincuenta y seis
འཛུལ་སྒོ།	Pozo de visita
༨༩ (གྲངས་ཀ།)	Ochenta y nueve
མཁར་སྔོན་གྲོང་ཁྱེར།	Hohhot
དཀར་ཆག་གི་ཨང་གྲངས།	Anexo:Números
༧༦ (གྲངས་ཀ།)	Setenta y seis
༢༩ (གྲངས་ཀ།)	Veintinueve
པེའེ་ཐ་ལང་སྒང་ཟླ།	Bertrand Cantat
དན། (གསུང་རབ།)	Dan (patriarca)
ཤུ་སུའི་ཀོ་ཏོ་ཀུ།	Shūsui Kōtoku
ཕོགས་ཀྱི་གླང་པོ།	Dignāga
འཕགས་པའི་ལྷ།	Aryadeva
ཧ་ཡ་ཤི་ར་ཟན།	Hayashi Razan
རྒྱལ་མཚན།	Dhuaya
གླང་རྔ།	Lechuga china
ཕྲུ་གུ་སྨར་འབྱར།	Neonato
སིམ།	Sim (actor)
མངའ་རིས་ས་ཁུལ།	Ngari
རི་བོང་།	Lepus oiostolus
ཐེ་རཱ།	Taré
༧༡ (གྲངས་ཀ།)	Setenta y uno
༢༨ (གྲངས་ཀ།)	Veintiocho
ཐུའུ་ཅ་མི།	Tujia
བཀའ་འགྱུར།	Kanjur
༥༩ (གྲངས་ཀ།)	Cincuenta y nueve
༦༢ (གྲངས་ཀ།)	Sesenta y dos
༩༥ (གྲངས་ཀ།)	Noventa y cinco
༄༅།། བར་དོ་ཐོས་གྲོལ།	Libro tibetano de los muertos
སི་ནོ་པེ། (ཏུར་ཀི།)	Sinope (Turquía)
འཇོལ་མོ།	Hylocichla mustelina
༣༨ (གྲངས་ཀ།)	Treinta y ocho
༧༥ (གྲངས་ཀ།)	Setenta y cinco
