आफ्रिकाखण्डः	África
रक्तदुर्गम्	Fuerte rojo de Delhi
दादरा नगरहवेली च	Dadra y Nagar Haveli
विलियम ए फोलर	William Alfred Fowler
कूर्मः	Testudinidae
चित्रदुर्गम्	Chitradurga
अफीण	Opio
द प्रेस्टीज्	The Prestige (película)
भगवद्गीता	Bhagavad-guitá
द टाइम्स ओफ इण्डिया	The Times of India
राबर्ट् हुक्	Robert Hooke
तिब्बतीलिपिः	Alfabeto tibetano
पालीमण्डलम्	Distrito de Pali
कपोलः	Mejilla
ऐश्वर्या रै	Aishwarya Rai
बभ्रुः	Marrón
ब्राह्मणः	Brahmán (casta)
यजुर्वेदः	Iáyur-veda
श्रुतिः	Sruti
कामसूत्रम्	Kama sutra
कीटः	Gusano
हासनम्	Hassan
जे जे थामसन	Joseph John Thomson
स्वामी विवेकानन्द	Swami Vivekananda
मातृदिवसः	Día de la Madre
प्रतिभा पाटिल	Pratibha Patil
३३९	339
३४०	340
लखनौ	Lucknow
३५४	354
बुलढाणामण्डलम्	Distrito de Buldana
३५६	356
३५८	358
३६१	361
३६३	363
३६४	364
३६८	368
३६९	369
३७०	370
३७१	371
फलकम्:Commonscat	Plantilla:Commonscat
३७६	376
३७७	377
३७८	378
३८३	383
३८४	384
३८८	388
३८९	389
३९०	390
३९१	391
३९२	392
३९३	393
३९४	394
३९५	395
३९६	396
३९७	397
३९८	398
३९९	399
काळिङ्गसर्पः	Ophiophagus hannah
पक्ष्म	Párpado
महायानम्	Mahāyāna
अमृतसर	Amritsar
शवः	Cadáver
२७९	279
४४०	440
५१७	517
५७२	572
कोलोराडो स्प्रिंग्स्	Colorado Springs (Colorado)
मजापहित साम्राज्य	Imperio mayapajit
पर्यटनम्	Turismo
कविः	Poeta
जी-सुंग पार्क	Park Ji-Sung
फलकम्:Taxobox	Plantilla:Ficha de taxón
रामभद्राचार्यः	Jagadguru Rambhadracharya
सुनीता विलियम्स्	Sunita Williams
जेम्स फ्रान्क	James Franck
विल्हेम वेन	Wilhelm Wien
गुस्टाफ् हर्ज्	Gustav Hertz
आटो स्टर्न	Otto Stern
पाल् एर्लख्	Paul Ehrlich
जोहन्नेस स्टार्क	Johannes Stark
मारिया गोपर्ट-मेयर	Maria Goeppert-Mayer
प्रणब मुखर्जि	Pranab Mukherjee
पञ्जाबीभाषा	Idioma punjabí
सतना	Satna
सरस्वती देवी	Sarasvati
काव्यविभागाः	Crítica literaria
हिक्का	Hipo
तन्तुकरणयन्त्रम्	Máquina de hilar
शिवसेना	Shiv Sena
वेङ्कटरामन् रामकृष्णन्	Venkatraman Ramakrishnan
रजनीकान्तः	Rajinikanth
चन्द्रशेखर वेङ्कटरामन्	Chandrasekhara Raman
फ्रेडरिक क्यास्पर् वुल्फ्	Caspar Friedrich Wolff
मौर्यसाम्राज्यम्	Imperio Maurya
वुल्फगांग पौली	Wolfgang Ernst Pauli
जयपुरम्	Jaipur
कानपुरम्	Kanpur
इन्दौर	Indore
दमण	Damán y Diu
पुदुच्चेरी	Puducherry
अज्मल् कसब्	Ajmal Kasab
सूरणम्	Dioscorea
अपवर्तनम् (भौतविज्ञानम्)	Refracción
सुकर्णो	Sukarno
मेघावती सुकर्णोपुत्री	Megawati Sukarnoputri
वुल्फगांग केट्टेर्ले	Wolfgang Ketterle
ओट्टो हेन्रिक् वार्बर्ग्	Otto Heinrich Warburg
अगस्ट् वीस्मान्	August Weismann
हान्स् लिप्पर्शे	Hans Lippershey
वाल्थेर बोथे	Walther Bothe
अहिंसा	No violencia
थियोडोर् स्छ्वान्	Theodor Schwann
म्याथयास् जेकब् ष्लेडन्	Matthias Jakob Schleiden
जे हान्स डी जेन्सेन	J. Hans D. Jensen
पावेल शेरेन्कोव	Pável Cherenkov
जेम्स ६ (स्काटलैंड)	Jacobo I de Inglaterra y VI de Escocia
काशी	Benarés
घृतकुमारी	Aloe vera
तिन्त्रिणी	Tamarindus indica
पटना	Patna
श्रीवपोर्ट	Shreveport
रूप्यकम्	Rupia india
भेण्डा	Abelmoschus esculentus
जेम्स् चाडविक	James Chadwick
डोनाल्ड ए ग्लेसर	Donald Arthur Glaser
भोपाल	Bhopal
होमियोपति	Homeopatía
चणकः	Cicer arietinum
चार्ल्स १	Carlos I de Inglaterra
खदिरवृक्षः	Acacia
चार्ल्स् -अगस्टीन् डि कूलुम्ब	Charles-Augustin de Coulomb
जान कीट्स	John Keats
जीन् ब्याप्टिस्ट् लामार्क्	Jean-Baptiste Lamarck
सेम्येल टेलर कोलरिज	Samuel Taylor Coleridge
विलियम वालेस	William Wallace
लीयों नील कूपर	Leon N. Cooper
मेरी १ (इंगलैंड)	María I de Inglaterra
चिबुकम्	Barbilla
टिमोर	Timor
अग्निप्रस्तरः	Sílex
छत्राकम्	Seta
जन गण मन	Jana-Gana-Mana
श्रीनिवासरामानुजन्	Srinivasa Aiyangar Ramanujan
एडवर्ड ६	Eduardo VI de Inglaterra
गुरु नानक देव	Gurú Nanak
लुइस डे ब्रोग्ली	Louis-Victor de Broglie
जेम्स् डि व्याट्सन्	James Dewey Watson
अङ्गुष्ठः	Dedo pulgar
एलेनोर रोज़वेल्ट	Eleanor Roosevelt
पारासेल्सस्	Paracelso
भारोत्तोलनक्रीडा	Halterofilia
मराठासाम्राज्यम्	Imperio maratha
जहाङ्गीरः	Jahangir
शाहजहानः	Sha Jahan
शिमला	Shimla
कार्ल् लाण्ड्स्टैनर्	Karl Landsteiner
शब्दमालिन्यम्	Contaminación acústica
सुभाषकाकः	Subhash Kak
विलियं हार्वे	William Harvey
जिततैलम्	Aceite de oliva
पर्सी बिश शेली	Percy Bysshe Shelley
सूर्यकान्तितैलम्	Aceite de girasol
सारनमण्डलम्	Distrito de Saran
दन्तेवाडामण्डलम्	Distrito de Dantewada
चायसस्यम्	Camellia sinensis
सर् रोनाल्ड् रास्	Ronald Ross
बकमिन्स्टर फुलर	Richard Buckminster Fuller
आस्टन् फ्रान्सिस् विलियम्	Francis Aston
जेर्मेन ग्रीर	Germaine Greer
लक मन्टेगेनियरः	Luc Montagnier
रविशङ्कर	Ravi Shankar (músico)
दन्तपाली	Encía
वितली गिन्ज़बर्ग	Vitali Gínzburg
सिमोन वान डर मीर	Simon van der Meer
अङ्गप्रत्यारोपणम्	Trasplante (medicina)
युरोलोजी	Urología
तक्रम्	Suero de mantequilla
राजेश खन्ना	Rajesh Khanna
शेल्डन ग्लास्हौ	Sheldon Lee Glashow
हरगोविन्द खुराना	Har Gobind Khorana
मध्यदेहलीमण्डलम्	Distrito de Delhi central
पूर्वदेहलीमण्डलम्	Distrito de Delhi oriental
उत्तरगोवामण्डलम्	Distrito de Goa del Norte
दक्षिणगोवामण्डलम्	Distrito de Goa del Sur
लक्ष्यसाधनक्रीडा	Tiro con arco
ए. आर्. रहमान्	A. R. Rahman
एड्वर्ड् क्याल्विन् केण्डल्	Edward Calvin Kendall
हिङ्गु	Ferula assafoetida
माधवः	Madhava de Sangamagrama
रमोन् मेग्सेसे	Ramón Magsaysay
चाओ फ्रया	Río Chao Phraya
एन	Ana de Gran Bretaña
ग्यास्त्रोएन्टेरोलोजी	Gastroenterología
भीमसेन जोशी	Bhimsen Joshi
कृष्णदेवरायः	Krishna Deva Raya
जडत्वम् (भौतविज्ञानम्)	Inercia
चार्ल्स २	Carlos II de Inglaterra
केल्विन् विलियं थाम्सन् लार्ड्	William Thomson
चार्ल्स एडुआर्ड गुइल्लौमे	Charles Edouard Guillaume
फ्रान्सिस् एच् सि क्रिक्	Francis Crick
शिवपुराणम्	Shivá-purana
वस्त्रनिर्मलीकरणयन्त्रम्	Lavadora
स्लम्डाग् मिलियनेर्	Slumdog Millionaire
जेम्स ७ (स्काटलैंड)	Jacobo II de Inglaterra
स्टीव् इर्विन्	Steve Irwin
मङ्गळूरु	Mangalore
अल्बर्ट ए मिकेल्सन	Albert Abraham Michelson
जार्ज ३	Jorge III del Reino Unido
सन्तरविदासनगरमण्डलम्	Distrito de Sant Ravidas Nagar
आर्थर एच काम्पटन	Arthur Compton
गतिविज्ञानम्	Dinámica
ट्रिनिडाड	Isla Trinidad
इन्द्रः	Indra
पुनर्जन्म	Reencarnación
माइकल ओवेन	Michael Owen
पॉल पोग्बा	Paul Pogba
भारतस्य विभजनम्	Partición de la India
मिथुनराशिः	Géminis (astrología)
अन्नगन्धिः	Disentería
जाह्न (इंगलैंड)	Juan I de Inglaterra
ऊरुः	Muslo
भारतस्य प्रथमस्वातन्त्र्यसङ्ग्रामः	Rebelión en la India de 1857
विलियम ३ (इंगलैंड)	Guillermo III de Inglaterra
जार्ज ४	Jorge IV del Reino Unido
वर्णाश्रमव्यवस्था	Casta (hinduismo)
जार्ज १	Jorge I de Gran Bretaña
मेरी २	María II de Inglaterra
विलियम ४	Guillermo IV del Reino Unido
रोबर्ट ए मिल्लिकन्	Robert Andrews Millikan
वायुमालिन्यम्	Contaminación atmosférica
ली क्वान यु	Lee Kuan Yew
वर्तुलकम्	Vicia faba
मेरी १ (स्काटलैंड)	María I de Escocia
लक्ष्मीः	Laksmí
मन्त्रः	Mantra
भारतस्य राज्यानि	Estados y territorios de la India
हेनरी ५	Enrique V de Inglaterra
विलियम लारेन्स ब्राग	William Lawrence Bragg
क्यावेण्डिष् हेन्रि	Henry Cavendish
औपसर्गिकव्याधिः	Enfermedad infecciosa
